"Service name","Type of establishment","Services provided","Address line 1","Address line 2",Postcode,"Last inspection date",Telephone,Sector
"Denture Design Centre","Dental Practices",Dental,"1d Crosby Yard Industrial Estate, Cemetery Road",Bridgend,CF311JZ,29/09/2022,,Private/Independent
"Andrews Denture Clinic","Dental Practices",Dental,"89 Whitchurch Road",Cardiff,"CF14 3JP",10/08/2022,,Private/Independent
"Threeways Dental Laboratory","Dental Practices",Dental,"Talbot Square, Talbot Green",Pontyclun,"CF72 8HZ",17/10/2022,,Private/Independent
"Veincentre Cardiff",Hospitals,"Laser - surgical (e.g. laser eye surgery)","17 Windsor Place",Cardiff,"CF10 3BY",02/01/2025,,Private/Independent
"Cyncoed Dental Practice","Dental Practices",Dental,"289 Cyncoed Road",Cardiff,"CF23 6PA",17/08/2022,,Private/Independent
"Weight Loss Wales","Medical agencies (with no physical premises)",,,"Radyr, Cardiff","CF15 8DJ",25/07/2024,,Private/Independent
"Mumbles Dental House","Dental Practices",Dental,"360 Mumbles Road, West Cross",Swansea,"SA3 5TW",25/07/2024,,Private/Independent
"Opal Dental Practice","Dental Practices",Dental,"97 Cathedral Road",Cardiff,"CF11 9PG",16/04/2025,,Private/Independent
"Bridge End Dental Practice","Dental Practices",Dental,"6 Bridge End Mews, Caergwrle",Wrexham,"LL12 9AY",23/08/2023,,"NHS, Private/Independent"
"Vale Eye Surgeons",Clinics,"Laser - surgical (e.g. laser eye surgery)","10 High Street",Cowbridge,"CF71 7AG",30/05/2024,,Private/Independent
"Pro Sports Medicine",Clinics,,"18 Lambourne Crescent, Cardiff Business Park","Llanishen, Cardiff","CF14 5GF",19/07/2023,,Private/Independent
"Samantha Maunder Skin and Laser",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","1a Machen Street",Penarth,"CF64 2UB",05/12/2024,,
"CJ Aesthetics Ltd",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","6 Baston Road",Prestatyn,"LL19 7ES",19/02/2025,,Private/Independent
"St Julian's Dental Centre","Dental Practices",Dental,"164 Caerleon Road",Newport,"NP19 7FY",10/12/2025,,Private/Independent
"Becky’s Beauty and Holistics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Raby Street",Llanelli,"SA15 3EY",,,Private/Independent
"Medicare Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Brooke House, Ground Floor, Lime Tree Court, Junction 30","Cardiff International Business Park, Cardiff","CF23 8AB",,,Private/Independent
"Vanity House of Beauty and Laser (de-registered 05/09/2025)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","The Salon, Carneddi, Pentraeth Road",Anglesey,"LL59 5RW",01/06/2023,,Private/Independent
"La Belle Skin & Beauty",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","47 Llandowlais Street",Cwmbran,"NP44 7HE",09/02/2026,,Private/Independent
"Llanfyllin Dental Practice","Dental Practices",Dental,Llansantffraid,Powys,"SY22 6AU",02/10/2024,,"NHS, Private/Independent"
"Brecon and District Community and Mental Health Centre",Clinics,"Mental Health","10 Bridge Street","Llanfaes, Brecon","LD3 8AH",,,NHS
"Isaac Dental Practice","Dental Practices",Dental,"17 St James Street",Monmouth,"NP25 3DL",10/07/2023,'01600712042,
"Rowlands Dental Practice","Dental Practices",Dental,"17 St James Street",Monmouth,"NP25 3DL",10/07/2023,'01600712042,
"Freyja Medical",Hospitals,"Aesthetic Treatments, Dermatology Treatments","13 Grosvenor Road",Wrexham,"LL11 1BS",07/02/2025,,Private/Independent
"Alida Laser (de-registered 08/07/2025)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Windsor Lofts, Romilly Road",Barry,"CF62 6FG",13/09/2023,,Private/Independent
"Y Bont Faen Dental Centre","Dental Practices",Dental,"64c Eastgate",Cowbridge,"CF71 7AB",14/04/2022,"'01446 771163",Private/Independent
"Thrive Dental Care","Dental Practices",Dental,"36 The Parade",Cwmbran,"NP44 1PT",23/04/2024,"'01633 480817","NHS, Private/Independent"
"B’s Aesthetics",Clinics,"Cosmetic Surgery","6 Churchmead, Bassaleg",Newport,"NP10 8NA",24/06/2026,,Private/Independent
"The Laser Company",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Chloe’s Beauty Bar, 75a Vale Terrace",Tredegar,"NP22 4HU",15/12/2023,,Private/Independent
"Eirlys Dental Centre","Dental Practices",Dental,"Suite 2, Prince's Park,","1 Princes Dr, Colwyn Bay","LL29 8PL",,,"NHS, Private/Independent"
"Acorn Private Clinic",Clinics,,"13 Stanwell Road,",Penarth,"CF64 2AD",14/02/2025,,Private/Independent
"PCP Cardiff",Hospitals,,"147-149 Newport Road,","Roath, Cardiff","CF24 1AG",10/10/2025,,Private/Independent
"The Weight Loss Doctor",Clinics,,"391 The Kingsway",Swansea,"SA1 5LQ",20/10/2023,,Private/Independent
"Ty'r Felin Surgery","GP Surgeries","GP services","Cecil Rd, Gorseinon",Swansea,"SA4 4BY",,,NHS
"Coed Celyn Hospital",Hospitals,"Mental Health","Grove Road",Wrexham,"LL11 1DY",07/05/2021,,NHS
"Vision Clinic Porthcawl",Clinics,,"36 Victoria Avenue,","Porthcawl,","CF36 3HG",12/06/2024,,Private/Independent
"The Cardiff Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","116 Cathedral Road, Pontcanna",Cardiff,"CF11 9LP",15/06/2023,"'029 2025 6498",Private/Independent
"Swansea Surgery","Dental Practices",Dental,"26 Dilwyn Street","Sketty, Swansea","SA2 9AE",11/03/2026,,"NHS, Private/Independent"
"The Independent GP","GP Surgeries","GP services","St Joseph’s Hospital, Harding Avenue, Malpas",Newport,"NP20 6ZE",,"'0345 625 2252",Private/Independent
"Goodwin Partnership DBS Ltd",,Dental,"21 Grawen Street, Porth","Rhondda Cynon Taf","CF39 0BU",21/12/2023,"'01443 686760","NHS, Private/Independent"
"Quayside Orthodontics Neyland","Dental Practices",Dental,"3 Dolphin Court, Brunel Quay","Neyland, Pembrokeshire","SA73 1PF",21/08/2025,,"NHS, Private/Independent"
"Deintyddfa Na-Nóg Dental Implant Centre","Dental Practices",Dental,"8 Llys Castan, Ffordd y Parc,","Parc Menai, Bangor","LL57 4FH",22/02/2023,,Private/Independent
"Cedars Dental Surgery","Dental Practices",Dental,"189 Fidlas Road","Llanishen, Cardiff","CF14 5LZ",13/05/2026,,"NHS, Private/Independent"
"The Grange University Hospital",Hospitals,"Maternity, Paediatric, Ionising radiation (e.g. Radiotherapy), A&E","Caerleon Road","Cwmbran, Gwent","NP44 8YN",15/01/2025,"'01633 493100",NHS
"North Wales Eye Correction Centre (de-registered 20/03/2026)",Clinics,"Laser - surgical (e.g. laser eye surgery)","197 High Street","Bangor, Gwynedd","LL57 1NU",11/10/2023,"'01248 355549",Private/Independent
"Pure Perfection Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Chester Road, Rossett",Wrexham,"LL12 0HW",19/07/2023,"'01244 571908",Private/Independent
"Oak Tree Clinic",Hospitals,,"Ground Floor, 2A Oak Tree Court, Mulberry Drive","Cardiff Gate Business Park, Cardiff","CF23 8RS",08/11/2024,,Private/Independent
"Neat Sweet Feet",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","20 Cornerswell Road",Penarth,"CF63 2UZ",09/01/2024,"'02920 706797",Private/Independent
"Cheryl Drew’s Laser and Beauty Room",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","2 Berwyn Cresent, Prestatyn","Denbighshire,","LL19 7UH",,,Private/Independent
"Laser Tattoo Removal Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","7-8 Armoury Terrace","Ebbw Vale","NP23 6BD",07/08/2025,,Private/Independent
"Brynmawr Medical Practice","GP Surgeries","GP services","Blaen-afon Road",Brynmawr,"NP23 4BR",29/04/2026,"'01495 360682",NHS
"Classy Claws Beauty Salon",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","68 Main Road, Maesycwmmer",Hengoed,"CF82 7PP",11/11/2025,,Private/Independent
"Modern Man",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","22 High Street",Bargoed,"CF81 8RA",14/08/2024,,Private/Independent
"Ultimate Beauty and Hair (de-registered 26/03/2026)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","20a Dunraven Place",Bridgend,"CF31 1JD",,,Private/Independent
"EM Aesthetics RK Lasers",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","243 College Road,","Whitchurch, Cardiff","CF14 2NW",08/10/2024,,Private/Independent
"Cyncoed Consulting Rooms",Clinics,,"Cyncoed Medical Centre, Dartington Drive,","Pontprennau, Cardiff","CF23 8SQ",01/07/2025,,Private/Independent
"Allure Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Commercial House, Commercial Street, Pontllanfraith",Blackwood,"NP12 2JY",10/07/2025,"'01873 851441",Private/Independent
"St David's Hospice (Satellite Unit)",Hospices,,"Ysbyty Penrhos Stanley, Penrhos Beach Road","Holyhead, Anglesey","LL65 2QA",24/06/2022,"'01407 766000",Private/Independent
"Sancta Maria Hospital",Hospitals,,"Lamberts Road",Swansea,"SA1 8FD",26/09/2024,"'01792 479040",Private/Independent
"Smart Smiles Ystrad Mynach","Dental Practices",Dental,"19 Bedwlwyn Road","Ystrad Mynach","CF82 7AA",14/04/2026,"'01443 813136","NHS, Private/Independent"
"Old Oak Dental Practice","Dental Practices",Dental,"Unit 8, Pensarn Industrial Estate",Carmarthen,"SA31 2NF",03/03/2022,,"NHS, Private/Independent"
"Craig Dental","Dental Practices",Dental,"1 Imperial Buildings, Temple Street","Llandrindod Wells,","LD1 5DL",,,Private/Independent
"The Weight Loss Doctor",Clinics,,"272 North Road",Cardiff,"CF14 3BL",,"'02920 621 471",Private/Independent
"Taf Dental Centre","Dental Practices",Dental,"18 Morgan Street",Pontypridd,"CF37 2DS",,,"NHS, Private/Independent"
"Grand Valley Dental","Dental Practices",Dental,"17 Mill St, Tonyrefail",Porth,"CF39 8AB",22/04/2026,"'01443 285777","NHS, Private/Independent"
"Powells Dental Surgery (de-registered 29/07/2025)","Dental Practices",Dental,"5A Lion Street",Brecon,"LD3 7AU",07/09/2022,,"NHS, Private/Independent"
"Cwmbrwla Dental Practice","Dental Practices",Dental,"4-5 Mansel Terrace","Cwmbrwla, Swansea","SA5 8NN",,,
"Haven Dental Practice","Dental Practices",Dental,"73 Great North Road,","Milford Haven","SA73 2ND",01/05/2024,,"NHS, Private/Independent"
"Eirlys Dental Centre","Dental Practices",Dental,"Caernarfon, Unit 1E, Cibyn Industrial Estate,","Caernarfon,","LL55 2BD",05/03/2025,,"NHS, Private/Independent"
"The Aesthetic Clinic and Academy",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","31 New Road",Porthcawl,"CF36 5DL",01/05/2025,,Private/Independent
"Darcy Healthcare – Llandarcy Academy of Sport",Clinics,,Llandarcy,Neath,"SA10 6JD",07/03/2025,,Private/Independent
"Dean's Lasers and Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Unit 3, Rear of Norman Road","Whitchurch, Cardiff","CF14 1PS",18/10/2023,,Private/Independent
Toothopia,"Dental Practices",Dental,"59 Regent Street",Wrexham,"LL11 1PF",11/03/2026,,Private/Independent
"Jane Smellie Opticians",Clinics,,"Caxton Place, Regent Street",Wrexham,"LL11 1PA",19/06/2024,,Private/Independent
"SpaMedica – Swansea",Clinics,"Laser - surgical (e.g. laser eye surgery)","Ty Dyffryn, Atlantic Close, Swansea Enterprise Park",Swansea,"SA7 9FJ",,,Private/Independent
"Mountain View Health Centre","GP Surgeries","GP services","51 Mayhill Rd, Mayhill",Swansea,"SA1 6TD",26/07/2022,'01792957600,NHS
"Studio 9 Advanced Treatments",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","99 Commercial Street",Tredegar,"NP22 3DW",21/08/2024,,Private/Independent
"North Wales Eye Specialist Centre",Clinics,"Laser - surgical (e.g. laser eye surgery)","Unit 5430, North Wales Business Park","Abergele, Conwy","LL22 8LJ",,,Private/Independent
"Laser Clinics UK (Cardiff)",Clinics,"Cosmetic Surgery, Laser - non-surgical (e.g. hair or tattoo removal)","Unit 32, St David's Shopping Centre",Cardiff,"CF10 2EW",13/11/2024,,Private/Independent
SalonQ,Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","166a High Street, Cefn Coed","Merthyr Tydfil","CF48 2PH",21/08/2024,,Private/Independent
Sana,Hospitals,"Laser - surgical (e.g. laser eye surgery)","Axis Court, Riverside Business Park, Mallard Way","Swansea Vale","SA7 0AJ",,,Private/Independent
"Concepta Diagnostics","Medical agencies (with no physical premises)",,"The Maltings, East Tyndall Street",Cardiff,"CF24 5EA",,,Private/Independent
"Glynneath Dental Lounge","Dental Practices",Dental,"Addoldy Road, Glynneath",Neath,"SA11 5DU",,,Private/Independent
"Signature Clinic",Clinics,"Cosmetic Surgery","Unit 9, Oak Tree Court, Mulberry Drive, Cardiff Gate Business Park",Cardiff,"CF23 8RS",20/04/2026,,Private/Independent
"Dental Academy Bangor","Dental Practices",Dental,"Ty Glyder, 339 High Street",Bangor,"LL57 1EP",,,Private/Independent
"The Strata Clinic Limited",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","23 Cross Street, Abergavenny",,"NP7 5EW",,,Private/Independent
"MyDentist, Oxford Road","Dental Practices",Dental,"Oxford Road","Hay On Wye","HR3 5AJ",07/01/2026,"'01497 822730","NHS, Private/Independent"
"The Clinic Rooms",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Unit 11, Atlantic Industrial Park, Hayes Lane",Sully,"CF64 5AB",,,Private/Independent
"Astro Dental","Dental Practices",Dental,"Morgan Street, Llanbradach",Caerphilly,"CF83 3LW",04/12/2025,,Private/Independent
"Cardigan Dental Practice","Dental Practices",Dental,"Cardigan Integrated Care Centre, Rhodfa’r Felin",Cardigan,"SA43 1JX",,,"NHS, Private/Independent"
"Lolfa Lois",Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)","Canle, Y For",Pwllheli,"LL53 6UE",25/09/2024,,Private/Independent
"Red House Dental Practice","Dental Practices",Dental,"195 Llantarnum Road, Llantarnum",Cwmbran,"NP44 3BG",21/07/2023,,Private/Independent
"Facial Aesthetics and Cosmetic Enhancements (FACE)",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","7 Chester Street",Mold,"CH7 1EG",13/02/2026,,Private/Independent
"The Bay Orthodontics","Dental Practices",Dental,"3a Lansdowne Road","Colwyn Bay","LL29 7AY",16/04/2026,,Private/Independent
"Laser Meg",Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)",Beddau,Pontypridd,"CF38 2DB",,,Private/Independent
"TM Aesthetics (de-registered 16/07/2025)",Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)","3 South Parade",Maesteg,"CF34 0AB",,,Private/Independent
"Cardiff Dental and Aesthetics","Dental Practices","Aesthetic Treatments, Dental","107 Clare Road",Cardiff,"CF11 6QQ",,,"NHS, Private/Independent"
"Meddygfa Glandwr",Clinics,"GP services","Y Maes",Pwllheli,"LL53 5HA",,,Private/Independent
"Wrexham Dental Works","Dental Practices",Dental,"Yale Technology Park",Wrecsam,"LL13 7YT",,,"NHS, Private/Independent"
theSalon,Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)","Market Street",Aberaeron,"SA46 0AS",,,Private/Independent
"The SKN Studio",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","7 Reginald Close",Hundleton,"SA71 5RZ",,,Private/Independent
"Ink’d Away (de-registered 07/08/2025)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Cwmbran Centre",Torfaen,"NP44 1PX",,,Private/Independent
"Clinic 10",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Chester Road",Bretton,"CH4 0DH",10/02/2026,,Private/Independent
"Castlewood Dental Care","Dental Practices",Dental,"Lenten Pool",Denbigh,"LL16 3LH",,"'01745 817237","NHS, Private/Independent"
"Cannabis Clinic Cardiff",Clinics,"Mental Health","Porthkerry Road",Barry,"CF62 7BA",08/05/2026,,Private/Independent
"By Freya Laser and Skin Clinic",Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)","Panteg Way, New Inn",Pontypool,"NP4 0LS",,,Private/Independent
"Dr Ted Limited",Clinics,"Aesthetic Treatments, Cosmetic Surgery","St Athan",Cardiff,"CF62 4LA",,,Private/Independent
"Wales Psychiatry Centre",Clinics,"Mental Health","Dartington Drive",Cardiff,"CF23 8SQ",,,Private/Independent
"Ezra Health",Clinics,"GP services, Mental Health","Ffordd Richard Davies","St Asaph Business Park","LL17 0LJ",,,Private/Independent
"Penwood Dental Care","Dental Practices",Dental,"Unit 2A Snowdonia Business Park",Penrhyndeudraeth,"LL48 6LD",,,"NHS, Private/Independent"
"Enhanced Consultancy Limited T/A Neo Medical Health",Clinics,"Aesthetic Treatments","Heol Persondy",Aberkenfig,"CF32 9TF",,,Private/Independent
"Crescent Dental","Dental Practices",Dental,Uplands,Swansea,"SA2 0PB",25/09/2025,,"NHS, Private/Independent"
"Kelly Harris Aesthetics",Clinics,"Aesthetic Treatments","Victoria Quay, Maritime Quarter",Swansea,"SA1 3XB",,,Private/Independent
"Clinig Byw'n Iach / The Lifestyle Clinic","Medical agencies (with no physical premises)",,"PO Box 233",Llanelli,"SA15 9EX",,,Private/Independent
"Golden Aura Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","1st floor","106-108 High Street","LL57 1NS",10/06/2026,,Private/Independent
"Canna Clinic",Clinics,,"217A Cathedral Road",Pontcanna,"CF11 9PP",,,Private/Independent
"The Fertility Home",Hospitals,IVF,"Bocam Park",Pencoed,"CF35 5LJ",,,Private/Independent
"Coastwood Dental Practice","Dental Practices",Dental,"43 Ffordd Elan","Park View Estate","LL18 4HZ",,,"NHS, Private/Independent"
"Allskin Laser Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","123 North Street",Abergavenny,"NP7 7EB",22/04/2026,,Private/Independent
"Tan-Ex Medical Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","2 Y Ganolfan, North Street",Dowlais,"CF48 3LT",,,"NHS, Private/Independent"
"South Wales Specialist Oral Surgery and Dental Implant Centre","Dental Practices",Dental,"3 Ynysbridge Court",Gwaelod-y-Garth,"CF15 9SS",,,"NHS, Private/Independent"
"HB Training Academy",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","8 Victoria Place",,"SA61 2LP",,,Private/Independent
"The Dental Suite","Dental Practices",Dental,"84 St Teilo Street",Pontarddulais,"SA4 8ST",,,Private/Independent
"Clinical Support Services Alliance","Medical agencies (with no physical premises)",,"Pembroke House","Llantarnam Parkway","NP44 3AU",,,Private/Independent
"Serenity Beauty Salon and Training Academy",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","47 Pendre",Cardigan,"SA43 1JS",,,Private/Independent
"Pearl Dental Hygiene Clinic","Dental Practices",Dental,"2 Allanson Road","Rhos on Sea","LL28 4HN",,,
Newmedica,Clinics,,"High Street","Overton, Wrecsam","LL13 0ED",,,Private/Independent
"Thornhill Dental Clinic","Dental Practices",Dental,"2nd Floor, North Cardiff Medical Centre","Excalibur Drive","CF14 9BB",,,Private/Independent
"The Derma Lounge",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","242 Stow Hill",Newport,"NP20 4HA",,,Private/Independent
"Aesthetics by Dr Tom Kamal",Clinics,"Aesthetic Treatments","The Old Police Station",Cardiff,"CF5 6SH",20/05/2026,,Private/Independent
"The Hawkins Practice","Dental Practices",Dental,"46 Morfydd Street","Morriston, Swansea","SA6 8BU",25/02/2026,,"NHS, Private/Independent"
"Brecon Dental Care","Dental Practices",Dental,"3 Wheat Street",Brycheiniog,"LD3 7DG",,,"NHS, Private/Independent"
"Aman Dental Practice","Dental Practices",Dental,"42 Margaret Street",Ammanford,"SA18 2NP",,,Private/Independent
"Harris Palace Facials",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","46 Murray Street",Llanelli,"SA15 1DJ",,,Private/Independent
